question_id,db_id,question,predicted_sql,latency_seconds,model,timestamp
1,concert_singer,How many singers do we have ?,select count(*) from singer,9.4049,qwen2.5:7b,2025-12-06T15:40:42.236171
2,concert_singer,What is the total number of singers ?,select count(*) from singer,0.5058,qwen2.5:7b,2025-12-06T15:40:42.743977
3,concert_singer,"Show name , country , age for all singers ordered by age from the oldest to the youngest .","select name, country, age from singer order by age desc",0.8534,qwen2.5:7b,2025-12-06T15:40:43.599136
4,concert_singer,"What are the names , countries , and ages for every singer in descending order of age ?","select name, country, age from singer order by age desc",0.8157,qwen2.5:7b,2025-12-06T15:40:44.416856
5,concert_singer,"What is the average , minimum , and maximum age of all singers from France ?","select avg(age) , min(age) , max(age) from singer where country = 'france'",1.1566,qwen2.5:7b,2025-12-06T15:40:45.575477
6,concert_singer,"What is the average , minimum , and maximum age for all French singers ?","select avg(age) as average_age, min(age) as minimum_age, max(age) as maximum_age from singer where country = 'france'",1.3672,qwen2.5:7b,2025-12-06T15:40:46.944670
7,concert_singer,Show the name and the release year of the song by the youngest singer .,"select t3.song_name, t3.song_release_year from singer as t1 join singer_in_concert as t2 on t1.singer_id = t2.singer_id join concert as t4 on t2.concert_id = t4.concert_id join song as t3 on t4.song_id = t3.song_id where t1.age = (select min(age) from singer)",2.6822,qwen2.5:7b,2025-12-06T15:40:49.628581
8,concert_singer,What are the names and release years for all the songs of the youngest singer ?,"select song_name,song_release_year from singer where age = (select min(age) from singer)",1.0256,qwen2.5:7b,2025-12-06T15:40:50.655169
9,concert_singer,What are all distinct countries where singers above age 20 are from ?,select country from singer where age > 20 group by country,0.856,qwen2.5:7b,2025-12-06T15:40:51.513164
10,concert_singer,What are the different countries with singers above age 20 ?,select country from singer where age > 20 group by country,0.7138,qwen2.5:7b,2025-12-06T15:40:52.226955
11,concert_singer,Show all countries and the number of singers in each country .,"select country, count(*) from singer group by country",0.7685,qwen2.5:7b,2025-12-06T15:40:52.996414
12,concert_singer,How many singers are from each country ?,"select country, count(*) from singer group by country",0.6226,qwen2.5:7b,2025-12-06T15:40:53.619970
13,concert_singer,List all song names by singers above the average age .,select T1.song_name from singer as T1 join singer_in_concert as T2 on T1.singer_id = T2.singer_id join concert as T3 on T2.concert_id = T3.concert_id where T1.age > (select avg(age) from singer),2.1122,qwen2.5:7b,2025-12-06T15:40:55.733788
14,concert_singer,What are all the song names by singers who are older than average ?,select T1.song_name from singer as T1 join singer_in_concert as T2 on T1.singer_id = T2.singer_id join concert as T3 on T2.concert_id = T3.concert_id where T1.age > (select avg(age) from singer),2.0077,qwen2.5:7b,2025-12-06T15:40:57.742494
